Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
384,Exit Long,Short,2024-08-20 23:00,59257.7,1406.883129,-607595.51,-0.72,82318005.48,-0.72,2509884.89,2.99,2699381.27,3.22
384,Entry Long,Long,2024-08-16 21:00,59653.9,1406.883129,-607595.51,-0.72,82318005.48,-0.72,2509884.89,2.99,2699381.27,3.22
385,Exit Short,Long,2024-08-21 15:00,59898.0,1406.028595,-950541.01,-1.14,81367464.48,-1.14,719215.53,0.86,1204512.79,1.45
385,Entry Short,Short,2024-08-20 23:00,59257.7,1406.028595,-950541.01,-1.14,81367464.48,-1.14,719215.53,0.86,1204512.79,1.45
386,Exit Long,Short,2024-08-26 19:00,63361.6,1375.13806,4712078.49,5.72,86079542.97,5.72,7048862.26,8.56,1023060.64,1.24
386,Entry Long,Long,2024-08-21 15:00,59898.0,1375.13806,4712078.49,5.72,86079542.97,5.72,7048862.26,8.56,1023060.64,1.24
387,Exit Short,Exit Short,2024-09-01 02:00,58911.0,1374.327011,6066167.03,6.96,92145710.01,6.97,7801905.35,8.96,491196.13,0.56
387,Entry Short,Short,2024-08-26 19:00,63361.6,1374.327011,6066167.03,6.96,92145710.01,6.97,7801905.35,8.96,491196.13,0.56
388,Exit Long,Short,2024-09-03 17:00,57700.4,1579.517595,-2034254.57,-2.18,90111455.44,-2.18,1317339.80,1.41,2260267.55,2.43
388,Entry Long,Long,2024-09-02 22:00,58953.3,1579.517595,-2034254.57,-2.18,90111455.44,-2.18,1317339.80,1.41,2260267.55,2.43
389,Exit Short,Long,2024-09-05 01:00,57937.8,1579.043882,-429644.36,-0.47,89681811.09,-0.47,3445615.67,3.78,1289621.12,1.42
389,Entry Short,Short,2024-09-03 17:00,57700.4,1579.043882,-429644.36,-0.47,89681811.09,-0.47,3445615.67,3.78,1289621.12,1.42
390,Exit Long,Exit Long,2024-09-06 20:00,53302.7,1565.162163,-7306915.97,-8.06,82374895.12,-8.06,539697.12,0.59,7281887.76,8.03
390,Entry Long,Long,2024-09-05 01:00,57937.8,1565.162163,-7306915.97,-8.06,82374895.12,-8.06,539697.12,0.59,7281887.76,8.03
391,Exit Long,Open,,,,,,,,,,,
391,Entry Long,Long,2024-09-09 03:00,55079.2,,,,,,,,,
